,0
0,-5611.829314405099
1,1027.9541200557724
2,383.2460421556607
3,7707.03162000142
4,1766.1260813169647
5,-2593.695563338464
6,1258.0162604534999
7,-2267.9179053681437
8,-2735.0143651764374
9,-55.723374627996236
10,-574.6425233313348
11,3012.5228854028974
12,730.6895923952106
13,-534.32220654306
14,29.00844001607038
15,1216.072977042757
16,2097.956618770724
17,1722.630192253273
18,4289.14034244162
19,2695.4620650217403
20,-3679.7517240291927
21,-4295.5372485299595
22,-3212.1382307417225
23,-1257.3972601273563
24,-507.5837652448099
25,-1962.2824341035448
26,647.1854176691268
27,-1012.8837142311968
28,379.81530836154707
29,684.9160768531729
30,82.44060418591835
31,235.6901978275273
32,199.06270432961173
33,-3905.882029004162
34,345.74878555815667
35,456.9896100196056
36,1029.332808389794
37,-270.8622904380318
38,418.13034788449295
39,119.13574033020996
40,-116.91634112410247
41,475.98817053460516
42,-409.8537273532711
43,811.4415024064947
44,58.53878597402945
45,-159.40132143814117
46,-1428.5644055909943
47,738.0909740680363
48,240.19981862790883
49,-60.77256085816771
50,252.29543902562
51,316.03022200614214
52,-437.8008586179931
53,567.6232357183471
54,-671.7226272325497
55,341.4197017767001
56,21.88087513623759
57,17.084625183604658
58,-345.988994740881
59,237.22740047588013
60,443.6830542976968
61,974.0136167614255
