,0
0,1000000.0
1,1028152.5961899632
2,1027744.2699349838
3,1026776.7259664378
4,1027026.9419777571
5,1026753.4145251486
6,1026135.6754777647
7,1026159.9991655689
8,1025669.0015252228
9,1027186.3531080898
10,1027375.2599353873
11,1028181.1193129957
12,1029095.4349671514
13,1029402.0174223618
14,1030166.1448580874
15,1031751.2737495325
16,1032390.1030120614
17,1031840.5290812239
18,1032531.047115628
19,1031283.189457157
20,1031417.0521757826
21,1032654.8938058572
22,1034606.1266720137
23,1033197.55556757
24,1031840.002967532
25,1030609.9700356851
26,1030830.2674966869
27,1031503.3482219079
28,1031238.4127211716
29,1031459.1305072159
30,1031174.2024365988
31,1032052.6336222991
32,1031685.340042005
33,1031008.516042308
34,1032706.2334194321
35,1033399.8347459801
36,1037095.2291139424
37,1036697.5400987968
38,1036549.1779534724
39,1047839.9681057972
40,1048824.817216411
41,1048576.7928600924
42,1049054.5822803346
43,1047889.2253394147
44,1046491.0245942753
45,1045868.6595820873
46,1045332.9494822959
47,1045315.812691526
48,1046703.9982202572
49,1047199.7615211491
50,1047067.7620080994
51,1046313.3724943167
52,1048089.9549209657
53,1046064.2899756326
54,1045488.4217405128
55,1045497.6032090568
56,1045622.9309933009
57,1047617.2924830678
58,1046852.1992241517
59,1048224.8737923387
60,1048994.7705884888
61,1049241.77163286
62,1049106.7121587328
