,0
0,993.2548612160608
1,-1196.5345018716762
2,-561.763553018216
3,-1223.8885969521943
4,1202.873819515342
5,1252.891815298819
6,1163.0802747881971
7,-205.9529596954817
8,-2319.2259349342203
9,818.4366338145919
10,952.8422726204153
11,645.5396011285484
12,1061.432606768678
13,-1012.0097535201348
14,-885.2594510902418
15,-350.08054201537743
16,1659.6169561097631
17,-759.6672077924013
18,1740.1753394361585
19,-4390.9697921396
20,318.58520881284494
21,492.59144027903676
22,553.1483955919975
23,-989.284193347441
24,152.60095218848437
25,2027.5679228766821
26,-3123.227466666838
27,-869.837833071826
28,1037.630760568427
29,1109.093928120099
30,469.42321455979254
31,-89.59629447711632
32,-1824.6091811881633
33,6930.441419427982
34,3633.006240761606
35,4895.332720114617
36,6997.783430676791
37,25472.036761557218
38,31825.97486607614
39,-22696.90932080266
40,4696.997102992842
41,-20135.05019001686
42,-53.10129047790542
43,-9174.636960113421
44,1549.0499572800472
45,4687.325940364273
46,16347.340109136654
47,6116.908013613429
48,4417.1439329292625
49,-5861.242822828237
50,-5785.739777199924
51,701.6216993171256
52,8757.752552916529
53,-9446.348118694965
54,-5325.743736528326
55,-4530.658566266764
56,-5237.947645508451
57,5869.102890064241
58,11894.225931009743
59,-2636.2730846372433
60,8385.420958462171
61,3404.190784231527
