,0
0,1081236.369117084
1,1079801.8478600956
2,1079054.452590313
3,1083776.8031122594
4,1085540.9510901
5,1084947.4710298362
6,1084035.090360374
7,1086313.7114018488
8,1081015.3466589828
9,1080779.704652458
10,1074457.8742416878
11,1077805.9555712317
12,1076066.6392992735
13,1081724.4488187768
14,1079977.678447126
15,1073382.6998366488
16,1076299.041349057
17,1083293.5189909714
18,1091427.426489253
19,1088184.4046303239
20,1091483.6011226939
21,1091869.0831197158
22,1093396.7278770655
23,1085793.3266687915
24,1083444.496001366
25,1077778.2855986254
26,1079485.2131478665
27,1082991.5689799774
28,1076396.0760879435
29,1077234.049368471
30,1077728.4214584455
31,1078492.2100245156
32,1072640.02241142
33,1072616.874836897
34,1069808.5518234523
35,1071376.7406887491
36,1069622.4605488728
37,1065605.0838314793
38,1066917.650725457
39,1067369.8970875442
40,1067290.0056538603
41,1068670.7136840601
42,1068946.6055058108
43,1070182.0548589951
44,1071607.5180734864
45,1071492.0885220382
46,1076264.5252243173
47,1077383.728222876
48,1080874.0344675553
49,1079406.4191920361
50,1080076.3171457967
51,1079317.6232111708
52,1078152.5982317256
53,1078637.0462036075
54,1077801.0176343527
55,1076382.6298321905
56,1078451.827421082
57,1074501.4052569896
58,1075612.5925401044
59,1075974.6831715342
60,1073726.7050707294
61,1072054.9110345677
62,1069691.294027117
