,0
0,1058342.4939528941
1,1054278.1851069476
2,1055306.1392270033
3,1055689.385269159
4,1063396.4168891604
5,1065162.5429704774
6,1062568.847407139
7,1063826.8636675924
8,1061558.9457622243
9,1058823.9313970478
10,1058768.2080224198
11,1058193.5654990885
12,1061206.0883844914
13,1061936.7779768866
14,1061402.4557703435
15,1061431.4642103596
16,1062647.5371874024
17,1064745.493806173
18,1066468.1239984264
19,1070757.264340868
20,1073452.7264058897
21,1069772.9746818605
22,1065477.4374333306
23,1062265.2992025889
24,1061007.9019424615
25,1060500.3181772167
26,1058538.0357431131
27,1059185.2211607823
28,1058172.337446551
29,1058552.1527549126
30,1059237.0688317658
31,1059319.5094359517
32,1059555.1996337792
33,1059754.2623381088
34,1055848.3803091047
35,1056194.1290946628
36,1056651.1187046824
37,1057680.4515130722
38,1057409.5892226342
39,1057827.7195705187
40,1057946.855310849
41,1057829.9389697248
42,1058305.9271402594
43,1057896.0734129061
44,1058707.5149153126
45,1058766.0537012867
46,1058606.6523798485
47,1057178.0879742575
48,1057916.1789483256
49,1058156.3787669535
50,1058095.6062060953
51,1058347.901645121
52,1058663.931867127
53,1058226.131008509
54,1058793.7542442274
55,1058122.0316169949
56,1058463.4513187716
57,1058485.3321939078
58,1058502.4168190914
59,1058156.4278243505
60,1058393.6552248264
61,1058837.3382791241
62,1059811.3518958855
