,0
0,1204055.953585418
1,1202907.6151912897
2,1202373.6733458287
3,1203336.8052380919
4,1204397.2503427975
5,1204254.5715753455
6,1204434.515298527
7,1204140.1512647378
8,1205017.0659050134
9,1206401.7560502116
10,1206339.5779064193
11,1206672.7429008624
12,1207620.356210323
13,1207656.2734316566
14,1207467.8663575484
15,1208204.1801784735
16,1206911.3645835293
17,1207673.4839573342
18,1206596.0064297428
19,1205511.6625884871
20,1205084.1912154264
21,1204669.9122473793
22,1206033.17581702
23,1208176.2832253037
24,1207554.0847368867
25,1208289.3802982685
26,1208204.2998847917
27,1209952.0392054727
28,1210730.5960723876
29,1210725.3184068133
30,1210790.804036081
31,1211066.782412457
32,1212580.1794576354
33,1214012.2197118215
34,1216835.0921704688
35,1215950.4096209693
36,1215879.4205889457
37,1214375.0659733696
38,1208870.0055959867
39,1208487.2708464295
40,1208172.1371007673
41,1207782.4212180492
42,1208709.7169248883
43,1208250.3650452523
44,1207135.1582448343
45,1211736.495838635
46,1212112.1323015448
47,1214271.9874908158
48,1211862.9958102086
49,1222798.2244435619
50,1227641.8560991716
51,1216720.3805003515
52,1214186.9190854547
53,1211820.6098031055
54,1210145.2299720082
55,1209693.6555032798
56,1211412.992385156
57,1211515.4154455035
58,1214090.9866517447
59,1214043.8908234884
60,1211495.4509337754
61,1211131.48669569
62,1215723.7095246727
