,0
0,1192898.2071818127
1,1192053.7528915904
2,1193014.031645229
3,1193546.8335648442
4,1199631.765220148
5,1200396.2008795363
6,1199336.374196511
7,1199841.8189151073
8,1199256.413944823
9,1198754.2153122204
10,1198657.4462561128
11,1198675.137255249
12,1198838.82583833
13,1198948.7426738918
14,1198987.3789692377
15,1198986.0882756715
16,1199122.126179776
17,1200343.8560599594
18,1201733.834878182
19,1203372.318976952
20,1205182.896473027
21,1202718.6285072593
22,1200406.8994709577
23,1199022.1783688765
24,1198656.5350111518
25,1198423.2963709566
26,1198284.5206611983
27,1198439.8615442908
28,1198097.6987946273
29,1198249.2239673026
30,1198310.5284523522
31,1198463.052067948
32,1198568.5078296135
33,1199165.1199884212
34,1196744.037931759
35,1196941.6441815537
36,1197155.7436366873
37,1198240.5346357021
38,1197578.5165833875
39,1197812.5676978983
40,1197941.1796223186
41,1197627.7451076792
42,1198261.3196505571
43,1197843.6638868712
44,1199036.9798965298
45,1199152.6840650176
46,1198808.3126780873
47,1198453.7823196207
48,1199546.0082636895
49,1199882.9108626996
50,1200136.0626907893
51,1200748.9805313228
52,1201097.674363916
53,1200351.2845699147
54,1201022.3310706755
55,1200475.5846587226
56,1201149.0415585542
57,1201442.626449562
58,1201579.3686479463
59,1201701.152412998
60,1202038.0746297946
61,1202985.8826729483
62,1204055.953585418
