,0
0,1031479.7381424009
1,1032127.6022791424
2,1030931.0677772707
3,1030369.3042242525
4,1029145.4156273003
5,1030348.2894468156
6,1031601.1812621144
7,1032764.2615369026
8,1032558.3085772071
9,1030239.0826422729
10,1031057.5192760875
11,1032010.3615487079
12,1032655.9011498365
13,1033717.3337566052
14,1032705.324003085
15,1031820.0645519948
16,1031469.9840099794
17,1033129.6009660892
18,1032369.9337582968
19,1034110.1090977329
20,1029719.1393055933
21,1030037.7245144062
22,1030530.3159546852
23,1031083.4643502772
24,1030094.1801569298
25,1030246.7811091183
26,1032274.3490319949
27,1029151.1215653281
28,1028281.2837322563
29,1029318.9144928247
30,1030428.0084209448
31,1030897.4316355046
32,1030807.8353410275
33,1028983.2261598393
34,1035913.6675792673
35,1039546.6738200289
36,1044442.0065401435
37,1051439.7899708203
38,1076911.8267323775
39,1108737.8015984537
40,1086040.892277651
41,1090737.8893806438
42,1070602.839190627
43,1070549.737900149
44,1061375.1009400357
45,1062924.1508973157
46,1067611.47683768
47,1083958.8169468166
48,1090075.72496043
49,1094492.8688933593
50,1088631.626070531
51,1082845.8862933312
52,1083547.5079926483
53,1092305.2605455648
54,1082858.9124268699
55,1077533.1686903415
56,1073002.5101240748
57,1067764.5624785663
58,1073633.6653686306
59,1085527.8912996403
60,1082891.618215003
61,1091277.0391734652
62,1094681.2299576967
