,0
0,1215723.7095246727
1,1215047.862967551
2,1216822.194161942
3,1215852.8195014896
4,1215658.3557464862
5,1218488.0889919002
6,1212746.3576700634
7,1213998.935411064
8,1210735.8164095783
9,1211585.501395476
10,1213408.502813679
11,1224485.7584742284
12,1226695.1626945713
13,1220679.0302688822
14,1222233.4903350759
15,1222400.9907092112
16,1233201.5926832487
17,1244294.5922178293
18,1255870.94759806
19,1249673.8177973297
20,1249825.3456516105
21,1253971.896332661
22,1266038.4064323702
23,1251699.8226767806
24,1239915.7221082163
25,1229142.3448449548
26,1226337.8855449005
27,1227194.4579082564
28,1224040.7472718498
29,1224680.1071292
30,1224786.1859993925
31,1220495.5957917953
32,1221598.6978750615
33,1222330.828059956
34,1223027.7331912508
35,1226779.37947897
36,1226402.781911685
37,1224397.0486499171
38,1225898.0966542556
39,1226337.593693612
40,1226138.4727844335
41,1227856.1125117815
42,1226675.7734964204
43,1227899.1330321943
44,1228687.4100228148
45,1228385.708329187
46,1227768.4651760366
47,1229365.1497183177
48,1231458.2580017587
49,1233834.5694245978
50,1236609.9394986304
51,1234002.6288056648
52,1234448.9915455512
53,1236390.5160745506
54,1237831.6752673713
55,1236096.0382810663
56,1236556.3339679467
57,1235206.3887632936
58,1234955.7915618264
59,1234521.670979573
60,1232517.6537903068
61,1230862.0466252852
62,1229299.824254008
