,0
0,1037713.8657507105
1,1039306.1065705463
2,1037770.6441157248
3,1037535.94533188
4,1036322.2502909797
5,1036973.2541173615
6,1037655.3121377546
7,1038359.5516884879
8,1038283.4529489151
9,1036585.6472424059
10,1037042.4351248709
11,1037651.5803681107
12,1037886.4399052042
13,1038278.5220420571
14,1037875.4262397517
15,1037501.9727917276
16,1037173.6418953591
17,1037869.0846110884
18,1037673.3876857109
19,1038300.6172302474
20,1037014.627239264
21,1037047.1193776384
22,1037082.5476446289
23,1037429.1392539449
24,1037052.9009244719
25,1037174.9423881102
26,1037726.9952205219
27,1036663.60286747
28,1036397.3534037924
29,1036531.0572064642
30,1036685.7533334823
31,1036987.8602894819
32,1036919.5049829306
33,1036643.3873783809
34,1038139.6216809656
35,1038937.2577188715
36,1040013.2713615391
37,1041298.230077752
38,1045725.8831688799
39,1050446.9430079658
40,1046446.1419954548
41,1047035.6713021753
42,1043630.7027952297
43,1043885.3967854098
44,1042770.548400228
45,1043028.4908426708
46,1043516.2128257619
47,1045494.5250042574
48,1046173.94251792
49,1046846.3543921511
50,1046113.9785988103
51,1045552.4421072736
52,1045670.4425866288
53,1046664.6627141008
54,1045645.785092845
55,1045562.5347525547
56,1045592.2478884084
57,1044966.854658978
58,1045467.183205218
59,1046008.0579119469
60,1046211.4627080648
61,1046968.0950891558
62,1046848.1347947794
