,0
0,889.190469408175
1,-607.3378082048148
2,-1323.9398338086903
3,371.4596113213338
4,-559.1586261144839
5,-1005.7112146443687
6,-16.830176202231087
7,-998.2993531351676
8,3695.8685780745
9,566.9694828884676
10,2399.380466272356
11,2167.170672732638
12,1094.2977854739875
13,2906.720950217801
14,5140.100558288861
15,2387.385115128942
16,-1532.278287388268
17,3078.0569299778435
18,-5503.872430255637
19,691.0823428346775
20,4544.9107163925655
21,7005.004195998423
22,-6547.634631116525
23,-5421.751857314608
24,-5763.811304920004
25,807.5104320838582
26,3984.7205960506108
27,21.81622202473227
28,490.42125989391934
29,-1934.006678356789
30,4441.222218972165
31,-2274.277873666724
32,-2919.6486312835477
33,9796.679317507893
34,4690.449364131433
35,26619.830863480456
36,-3300.9050699502695
37,-2145.055936265271
38,-13829.180946355918
39,5982.48483371269
40,-568.2379408522975
41,1372.9920976299327
42,-8133.164004592225
43,-9601.399719979265
44,-5685.75341402099
45,-7285.670532999327
46,2744.7764216443757
47,8489.702118634945
48,7280.02616501681
49,3527.15694603906
50,2525.653795306105
51,10424.720045414055
52,-15201.917552935192
53,-3051.8908888734877
54,472.77333841798827
55,-25.42797256214544
56,11733.47522214055
57,-5298.774231678341
58,7660.115062235855
59,3932.293506713584
60,2771.997414150741
61,-537.1162791312672
