,0
0,1059811.3518958855
1,1058912.5099519507
2,1058100.5484976147
3,1059553.8599297088
4,1059492.764091946
5,1059090.7708870196
6,1059264.2358939543
7,1058040.928128608
8,1057948.2980581303
9,1059402.899314566
10,1060246.0806570146
11,1060476.2206228836
12,1061514.7928088193
13,1060277.5800977224
14,1060094.7369094251
15,1060914.018999406
16,1059270.7002768978
17,1060125.4282736396
18,1059109.9044921107
19,1059267.0159959216
20,1058370.7904042238
21,1058428.2989162446
22,1058398.9831299295
23,1060585.9752152893
24,1061909.914644003
25,1062276.210110322
26,1062320.282927965
27,1064350.8376642044
28,1063868.2329096927
29,1063170.9211815144
30,1064276.5881291379
31,1066025.8630996575
32,1066224.8282491798
33,1067149.449515697
34,1066871.5187784033
35,1065049.5559554563
36,1064180.015576288
37,1065062.7318592025
38,1068817.400324823
39,1069640.5482670525
40,1070094.8912516958
41,1070814.4509022143
42,1069794.147459208
43,1068108.7553712039
44,1068161.4058207467
45,1068920.8737852338
46,1069644.5677714183
47,1069562.451022318
48,1069271.5937400614
49,1070295.3945137663
50,1072179.176608834
51,1067833.6773700726
52,1069290.351570035
53,1068484.2176534093
54,1069031.0737007186
55,1067789.8502230167
56,1066906.7181572656
57,1067858.285442761
58,1069937.3483794588
59,1071086.5049220794
60,1069922.2735730144
61,1073199.8942189284
62,1081236.369117084
