,0
0,1000000.0
1,1028239.1345296446
2,1027631.7967214398
3,1026307.8568876311
4,1026679.3164989525
5,1026120.157872838
6,1025114.4466581936
7,1025097.6164819914
8,1024099.3171288562
9,1027795.1857069307
10,1028362.1551898192
11,1030761.5356560915
12,1032928.7063288242
13,1034023.0041142981
14,1036929.725064516
15,1042069.8256228048
16,1044457.2107379338
17,1042924.9324505455
18,1046002.9893805233
19,1040499.1169502677
20,1041190.1992931024
21,1045735.1100094949
22,1052740.1142054934
23,1046192.4795743768
24,1040770.7277170622
25,1035006.9164121422
26,1035814.4268442261
27,1039799.1474402767
28,1039820.9636623014
29,1040311.3849221953
30,1038377.3782438386
31,1042818.6004628107
32,1040544.322589144
33,1037624.6739578604
34,1047421.3532753683
35,1052111.8026394998
36,1078731.6335029802
37,1075430.72843303
38,1073285.6724967647
39,1059456.4915504088
40,1065438.9763841215
41,1064870.7384432692
42,1066243.730540899
43,1058110.5665363069
44,1048509.1668163276
45,1042823.4134023066
46,1035537.7428693073
47,1038282.5192909517
48,1046772.2214095866
49,1054052.2475746034
50,1057579.4045206425
51,1060105.0583159486
52,1070529.7783613626
53,1055327.8608084274
54,1052275.969919554
55,1052748.743257972
56,1052723.3152854098
57,1064456.7905075504
58,1059158.016275872
59,1066818.1313381079
60,1070750.4248448214
61,1073522.4222589722
62,1072985.305979841
