,0
0,-400.2923270310275
1,408.04490643844474
2,-1097.9611097753514
3,295.61010570439976
4,-708.2880595589522
5,1830.9345399148297
6,324.4695695876144
7,651.1202521732775
8,-1753.6784971966408
9,-180.23053155862726
10,-122.01948329422157
11,656.9947524742456
12,-639.754131617723
13,307.07584314828273
14,2682.2846168292454
15,561.7914927203674
16,241.58093226724304
17,952.8700286911335
18,636.3457810876425
19,158.42503024311736
20,311.38378788600676
21,1430.0072665563785
22,1593.124466204783
23,694.2733824935276
24,362.9206196111627
25,-2484.8424322642386
26,1143.2185103138909
27,2020.433439635206
28,-26.727296720724553
29,-1570.5950006542262
30,-1281.0114576187916
31,94.62677665567026
32,572.3243276984431
33,-94.8688320859801
34,-231.7236995769199
35,-1301.8194460356608
36,-536.154576636618
37,-1796.9214781394694
38,-3737.3687220001593
39,103.19524981931318
40,-79.84308647271246
41,2685.2157780501293
42,-2513.137559691444
43,1347.745740264887
44,5052.125845978502
45,-1807.9012713548727
46,939.6276290030219
47,-81.54281883407384
48,3474.426788261626
49,124.3394698810298
50,902.5443542408757
51,-2109.3670626275707
52,4047.935907013016
53,-29.63263943605125
54,-155.85247238585725
55,2932.681529146619
56,-199.88187826611102
57,32.40680305613205
58,-2608.7425895214546
59,608.5056026664097
60,-536.1062266163062
61,-1033.9435097610112
