tic,type,quantity,price,day
600795,sell,100,4.9170910567604,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
002600,sell,56,5.2102999333664775,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
601877,buy,100,19.292954574059692,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
000338,buy,45,15.97387860325165,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
000776,buy,29,12.383131188713014,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
300442,buy,23,30.100276151150464,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
002905,buy,19,7.415853704233887,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-05-07     000776  ...                   -1.136853          39.346591

[1 rows x 191 columns]"
601877,sell,100,19.50536792291794,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
000776,sell,12,12.367770864924967,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
000338,sell,9,15.991234525647014,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
002905,sell,2,7.51189844870707,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
300442,buy,55,30.69160343259573,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
600795,buy,41,4.848426192821935,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
002600,buy,14,5.117460420504212,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-05-08     000776  ...                   -1.243645          39.231505

[1 rows x 191 columns]"
002600,sell,96,4.950893468521535,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
002905,sell,64,7.409685038824355,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
600795,sell,48,4.836017014384269,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
601877,buy,100,19.498294310867784,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
000776,buy,92,12.22772454621736,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
601336,buy,71,38.35029434921501,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
300442,buy,21,30.239068646281957,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
000338,buy,0,15.769231912177055,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2024-05-09     000776  ...                   -0.957582          38.350294

[1 rows x 191 columns]"
601336,sell,71,38.79812441234344,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2024-05-10     000776  ...                   -0.805215          38.798124

[1 rows x 191 columns]"
