tic,type,quantity,price,day
300442,sell,100,21.163169215470553,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
601877,sell,59,18.308871283107436,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
000338,sell,37,11.98844348124694,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
002905,sell,1,6.334464993188157,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
601336,buy,100,38.689235066910136,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
601628,buy,88,31.25209935285151,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
002001,buy,58,20.198886624388393,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
002600,buy,44,6.8414481177739805,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
600795,buy,6,5.298656596476212,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
000776,buy,1,11.62868192307651,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2024-08-05     000776  ...                    1.036478          38.689235

[1 rows x 191 columns]"
601877,sell,100,17.97555624781642,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
002001,sell,100,20.8634028949216,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
300442,sell,97,21.049592475593087,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
601628,sell,45,31.851255245972425,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
000338,sell,17,11.813772503030487,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
600795,sell,3,5.182749604177662,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
002905,buy,100,6.402331069093198,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
601336,buy,99,38.78718454963407,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2024-08-06     000776  ...                    1.519603          38.787185

[1 rows x 191 columns]"
