,0
0,1000000.0
1,1161403.7745163108
2,1160194.3615446966
3,1161348.7407666221
4,1162433.3243927364
5,1162821.5414146187
6,1163146.0214646412
7,1160186.2360023353
8,1159783.7814715547
9,1160362.831270214
10,1164336.510563141
11,1162767.9788849528
12,1164484.856616502
13,1161714.1118746551
14,1163671.468727226
15,1164963.5843178087
16,1163697.4426703851
17,1163202.5638007296
18,1162746.2549358667
19,1162150.9637795326
20,1161001.190154381
21,1163107.3882106368
22,1162140.0508067457
23,1160807.3110060992
24,1161162.3997728121
25,1159271.6485788664
26,1161388.1646404727
27,1160627.0225781226
28,1160839.9099204098
29,1160342.2679096656
30,1160839.0966117224
31,1158275.9481471428
32,1156772.4700071036
33,1157379.8044053658
34,1154389.216211604
35,1154008.0085177037
36,1156982.400316188
37,1156068.1961933146
38,1158581.3289896364
39,1159483.0144452737
40,1158297.1940165397
41,1157356.100323718
42,1155322.2791334623
43,1154847.4042943255
44,1154051.6421975514
45,1156409.7053818249
46,1153333.5520188177
47,1158312.2278880307
48,1156148.5116691003
49,1157531.3955268147
50,1158352.144850661
51,1156472.81475008
52,1157523.6744922872
53,1158685.5816686826
54,1156765.8849686047
55,1153829.2563482989
56,1155484.2686282818
57,1156713.3383195845
58,1158270.7799306537
59,1157813.42863368
60,1156195.8121475657
61,1160853.8132600402
62,1160607.9480565947
