tic,type,quantity,price,day
601877,sell,76,24.496884147252423,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
000338,sell,74,14.893799993433058,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
600795,sell,46,4.395024751941674,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
601628,sell,1,41.89538605183363,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
000776,buy,100,20.191205369234083,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
300442,buy,72,56.96758790584281,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
002001,buy,66,22.572516179867087,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
002600,buy,23,11.092038128345738,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
002905,buy,15,9.92856480554212,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
601336,buy,7,86.10019355822256,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
0 2025-08-19     000776  ...                   -2.567136          86.100194

[1 rows x 191 columns]"
600795,sell,100,4.649916750742123,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
002001,sell,100,23.34810814253986,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
300442,sell,100,55.51083775743842,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
601628,sell,70,40.900836516749116,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
002905,sell,8,9.865796601343899,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
000338,buy,100,14.792802457232028,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
002600,buy,100,12.160628403360025,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
000776,buy,100,20.186390418279917,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
601877,buy,87,24.16010678402614,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
601336,buy,47,84.89098178286282,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
1 2025-08-20     000776  ...                   -2.336854          84.890982

[1 rows x 191 columns]"
002905,sell,100,9.744396980041637,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
601628,sell,79,41.2626388335973,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
600795,sell,78,4.652673422172666,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
601877,sell,28,24.248130731703714,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
000338,buy,100,14.951712592989207,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
002001,buy,87,23.42585724843666,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
300442,buy,84,55.983497825386,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
000776,buy,82,20.609488052353264,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
002600,buy,62,12.977884116210044,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
601336,buy,21,86.71502764897012,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
2 2025-08-21     000776  ...                   -2.235085          86.715028

[1 rows x 191 columns]"
002001,sell,100,23.57431044277735,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
601628,sell,100,41.15744989888742,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
601336,sell,100,86.44691296549692,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
002600,sell,88,12.035371431596579,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
601877,sell,45,24.182412112141026,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
600795,sell,40,4.68549335540738,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
300442,sell,30,55.23047259075567,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
002905,buy,100,9.873811021191067,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
000776,buy,48,20.580823205411434,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
000338,buy,14,15.079990980997682,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
3 2025-08-22     000776  ...                   -2.160221          86.446913

[1 rows x 191 columns]"
601628,sell,100,41.96320629805326,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
600795,sell,97,4.678051836460363,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
601336,sell,51,86.75219517335242,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
002001,sell,34,24.183578228987752,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
601877,buy,100,24.3048981966509,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
002600,buy,100,12.242223908500746,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
000776,buy,100,21.894306558966637,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
000338,buy,61,15.159495867746882,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
002905,buy,57,9.797446246957406,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
300442,buy,10,58.03396399529651,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
4 2025-08-25     000776  ...                   -2.178678          86.752195

[1 rows x 191 columns]"
601336,sell,64,86.61070263410187,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
002001,sell,38,24.206345443334428,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
000776,sell,3,21.73943416625261,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
601628,buy,100,41.922600027583535,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
000338,buy,100,15.383014715641039,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
300442,buy,100,58.972450784966355,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
600795,buy,78,4.708721648305654,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
002600,buy,76,13.466515089403837,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
601877,buy,47,24.674290059655902,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
002905,buy,19,9.766537820799275,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
5 2025-08-26     000776  ...                   -2.135065          86.610703

[1 rows x 191 columns]"
601877,sell,100,25.199606334343553,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
300442,sell,67,58.27543752498925,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
002600,sell,6,14.840018540387973,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
002001,sell,2,24.07797358278185,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
601628,buy,100,41.806841889712956,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
000338,buy,100,15.356926932429197,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
002905,buy,100,10.008516095638333,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
000776,buy,100,21.59345065437257,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
601336,buy,23,85.18208291007358,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
600795,buy,14,4.7002373151085335,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
6 2025-08-27     000776  ...                   -2.016779          85.182083

[1 rows x 191 columns]"
002600,sell,100,14.647608655113727,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
7 2025-08-28     000776  ...                   -1.785399          82.335216

[1 rows x 191 columns]"
002905,sell,100,9.535903202088084,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
7 2025-08-28     000776  ...                   -1.785399          82.335216

[1 rows x 191 columns]"
601336,sell,100,82.33521610187353,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
7 2025-08-28     000776  ...                   -1.785399          82.335216

[1 rows x 191 columns]"
300442,sell,90,58.686767744868995,"        Date Tic_000776  ...  predict_percentages_601336  prediction_601336
7 2025-08-28     000776  ...                   -1.785399          82.335216

[1 rows x 191 columns]"
