tic,type,quantity,price,day
000776,sell,100,15.33864719800651,0
600795,sell,100,3.8824156005866826,0
002001,sell,100,21.396896002851427,0
300442,sell,100,57.291460539540275,0
601336,sell,100,60.60020978382056,0
000338,buy,100,13.930526879662649,0
601877,buy,100,21.38274005047919,0
002600,buy,100,9.719094089814462,0
000776,sell,100,15.393364944686182,1
600795,sell,100,4.038900748156011,1
002001,sell,100,21.075071678208186,1
300442,sell,34,60.44113694750704,1
601336,sell,100,61.84016552135444,1
000338,buy,100,13.926033314326778,1
601877,buy,100,22.861177822249008,1
002600,buy,100,9.878683201689274,1
000776,sell,100,14.942812174307182,2
600795,sell,100,3.9996629019454115,2
002001,sell,100,20.822360295429824,2
601336,sell,100,60.94829932108419,2
000338,buy,100,13.80589946417138,2
601877,buy,100,22.692952974094077,2
002600,buy,100,9.410247966125606,2
000776,sell,100,15.015448703891598,3
600795,sell,100,4.02066960696131,3
601336,sell,100,61.51767023069935,3
000338,buy,100,13.98472502173856,3
002001,buy,100,20.925998416806106,3
601877,buy,100,24.042636966705324,3
002600,buy,100,9.91760740672471,3
000776,sell,100,14.98104962259531,4
600795,sell,100,4.021905694585294,4
002001,sell,100,20.6966451227013,4
601336,sell,100,61.36020274488735,4
000338,buy,100,13.987580575221218,4
601877,buy,100,23.42730078066699,4
002600,buy,100,10.497933615446092,4
000776,sell,100,15.304202874880284,5
600795,sell,100,3.972854964863509,5
002001,sell,100,20.899056850820777,5
601336,sell,100,62.46490641372612,5
000338,buy,100,14.908054630961269,5
601877,buy,100,24.10651813931763,5
002600,buy,100,10.543326567411423,5
000776,sell,100,15.385792995253578,6
600795,sell,100,3.9629032428190114,6
002001,sell,100,20.916456044185907,6
601336,sell,100,63.494735231093074,6
000338,buy,100,14.621291005229576,6
601877,buy,100,25.805729932114485,6
002600,buy,100,10.347168402043172,6
000776,sell,100,15.070782406653743,7
600795,sell,100,3.8938842756301164,7
002001,sell,100,20.827295983433725,7
601336,sell,100,61.785387282538906,7
000338,buy,100,14.827520568063482,7
601877,buy,100,25.79294577240944,7
002600,buy,100,10.343251053742133,7
000776,sell,100,15.327152290499507,8
600795,sell,100,3.993670302308164,8
002001,sell,100,20.541989096328614,8
601336,sell,100,63.82630645349282,8
000338,buy,100,15.022558838455007,8
601877,buy,100,25.010845514684913,8
002600,buy,100,10.724190235782881,8
000776,sell,100,15.269066579290666,9
600795,sell,100,4.014448294551112,9
002001,sell,100,20.646932124509476,9
601336,sell,100,63.721552881440985,9
000338,buy,100,15.301920929821208,9
601877,buy,100,24.079160724803806,9
002600,buy,100,10.39410634160653,9
000776,sell,100,14.885877855177968,10
600795,sell,100,4.0052640737732865,10
002001,sell,100,20.703007765266815,10
601336,sell,100,61.02839361902474,10
000338,buy,100,15.011745881119278,10
601877,buy,100,23.700447028912603,10
002600,buy,100,9.70389634490013,10
000776,sell,100,14.927436911587137,11
600795,sell,100,3.9546124389069153,11
002001,sell,100,20.547317556450142,11
601336,sell,100,61.87179061875981,11
000338,buy,100,15.156010266859084,11
601877,buy,100,23.254518302790817,11
002600,buy,100,9.629660947825759,11
000776,sell,100,14.956462329449131,12
600795,sell,100,3.944894785695942,12
002001,sell,100,20.794762052223085,12
601336,sell,100,63.152874097027144,12
000338,buy,100,15.244852434669156,12
601877,buy,100,23.24258356830105,12
002600,buy,100,9.908562192795799,12
000776,sell,100,14.911662897579372,13
600795,sell,100,3.9513159922510384,13
002001,sell,100,21.025036810082383,13
601336,sell,100,61.6450643535978,13
000338,buy,100,15.378339746012498,13
601877,buy,100,22.774640999883413,13
002600,buy,100,9.922497891355306,13
000776,sell,100,15.163467209488154,14
600795,sell,100,3.92694221034646,14
002001,sell,100,21.20142808268778,14
601336,sell,100,61.02784001043103,14
000338,buy,100,15.673824745322344,14
601877,buy,100,23.395207491684705,14
002600,buy,100,10.090335171381012,14
000776,sell,100,14.936818298874423,15
600795,sell,100,3.903574554696679,15
002001,sell,100,21.110570823866873,15
601336,sell,100,60.47060428623692,15
000338,buy,100,15.86537627079175,15
601877,buy,100,23.268872113968246,15
002600,buy,100,10.045362066056988,15
000776,sell,100,14.810851764734835,16
600795,sell,100,3.8904431526502594,16
002001,sell,100,21.542341352999212,16
601336,sell,100,60.03868416030749,16
000338,buy,100,15.646571855203947,16
601877,buy,100,23.328042163671928,16
002600,buy,100,10.037056237431244,16
000776,sell,100,14.799419650621711,17
600795,sell,100,3.918285356229171,17
002001,sell,100,20.87133645772934,17
601336,sell,100,60.80344079848661,17
000338,buy,100,15.796831269698158,17
601877,buy,100,23.455639716400768,17
002600,buy,100,9.910806587859987,17
000776,sell,100,14.806971636228264,18
600795,sell,100,3.9669546417100356,18
002001,sell,100,21.26680857430212,18
601336,sell,100,61.90783862223865,18
000338,buy,100,15.69524767242372,18
601877,buy,100,24.656024921648203,18
002600,buy,100,10.025892498986796,18
000776,sell,100,14.757690179571508,19
600795,sell,100,3.976874502375722,19
002001,sell,100,21.24585707567632,19
601336,sell,100,61.925318956999604,19
000338,buy,100,15.372845324994996,19
601877,buy,100,24.772801691361238,19
002600,buy,100,9.563534742593765,19
000776,sell,100,15.230901499651372,20
600795,sell,100,4.00716293737758,20
