,0
0,1211659.5741227213
1,1221160.8018428988
2,1206597.4365427794
3,1212612.0153152838
4,1212022.064866537
5,1231939.644844297
6,1238221.9459803062
7,1229998.7598406484
8,1235228.7324416726
9,1229166.8887885117
10,1215840.6897328817
11,1214540.4869235936
12,1213849.7860484372
13,1219700.3133936017
14,1225021.5279495784
15,1221068.755014398
16,1218814.83634989
17,1223591.8709843708
18,1226647.485966965
19,1225566.2077562672
20,1241558.6104880618
21,1244226.5015850412
22,1239898.541217668
23,1233846.6249090643
24,1222473.5931314756
25,1214706.6005261666
26,1216435.5829882275
27,1209974.510656732
28,1211606.7001929213
29,1209954.621364997
30,1211486.0963494256
31,1211190.8105099876
32,1211578.417540703
33,1212849.8640611006
34,1210293.875648796
35,1172426.355249543
36,1176898.8707016702
37,1180043.8382106777
38,1188297.7902936582
39,1190013.5235798082
40,1191825.2504916135
41,1192659.6324993458
42,1189998.4386782488
43,1189745.0827101711
44,1190049.2502184804
45,1195483.1209597734
46,1193137.9105001849
47,1196044.5721210744
48,1184263.7111572688
49,1183093.208335908
50,1182554.0242695757
51,1181667.3747169336
52,1187755.5744951123
53,1192720.3948085965
54,1191044.5098188224
55,1194474.5015113642
56,1190231.239263012
57,1194383.6326769856
58,1194312.6178115031
59,1204357.430536302
60,1197970.784156212
61,1199077.7425377108
62,1199988.7122483887
