tic,type,quantity,price,day
000776,sell,100,16.90905111523345,0
601877,sell,100,23.166556200999764,0
002001,sell,100,22.690777206523343,0
601336,buy,100,69.41340274679156,0
000338,buy,100,13.336925573945045,0
300442,buy,100,33.686082489578986,0
600795,buy,100,4.67136201858928,0
002600,buy,100,8.585311358096078,0
000776,sell,100,16.979149865647777,1
601877,sell,100,23.22145781368017,1
002001,sell,100,22.734749025626808,1
601336,buy,100,68.7709874814316,1
000338,buy,100,13.418922123033553,1
300442,buy,34,34.839448394738135,1
600795,buy,3,4.679508725892228,1
002600,buy,0,8.916763754705899,1
000776,sell,100,16.812196042668074,2
601877,sell,100,22.973628858448354,2
002001,sell,100,22.380895130243154,2
601336,buy,94,65.7086476714832,2
000338,buy,2,13.256805493980647,2
300442,buy,0,34.96145702311769,2
600795,buy,0,4.6290802906593305,2
002600,buy,0,9.018475214433856,2
000776,sell,100,16.927559770541265,3
601877,sell,100,22.9226046484767,3
002001,sell,100,22.49852273017168,3
601336,buy,95,65.59746076859042,3
000338,buy,-1,13.158132615778594,3
300442,buy,0,36.84001081958413,3
600795,buy,1,4.629749342089599,3
002600,buy,0,9.529784288222437,3
000776,sell,100,16.809150008829313,4
601877,sell,100,22.428913730077912,4
002001,sell,100,22.15199976170901,4
601336,buy,93,65.57903543446284,4
000338,buy,2,12.806978464359418,4
300442,buy,0,34.69493902986869,4
600795,buy,1,4.589994692991776,4
002600,buy,0,8.895729487010977,4
000776,sell,100,16.374868772458285,5
601877,sell,100,22.044447421827353,5
002001,sell,100,21.9498550875613,5
601336,buy,95,63.335969121518865,5
000338,buy,0,13.188713356176159,5
300442,buy,0,34.64451005768962,5
600795,buy,1,4.550930963109567,5
002600,buy,0,8.90492629526416,5
000776,sell,100,16.250767858419568,6
601877,sell,100,22.13042349606752,6
002001,sell,100,21.495650394450642,6
601336,buy,95,62.60027548249967,6
000338,buy,2,13.006394210115541,6
300442,buy,0,30.754003054995554,6
600795,buy,1,4.610526411636893,6
002600,buy,0,8.125579482443863,6
000776,sell,100,16.33535180101171,7
601877,sell,100,22.400375533481128,7
002001,sell,100,21.347454643549863,7
601336,buy,95,62.719760382706184,7
000338,buy,3,13.16142917241028,7
300442,buy,0,31.51288178835064,7
600795,buy,0,4.561706591534894,7
002600,buy,0,8.289464573245496,7
000776,sell,100,16.269550123610536,8
601877,sell,100,22.261956135788935,8
002001,sell,100,21.141868370240555,8
601336,buy,92,64.14335044238234,8
000338,buy,4,13.204185795676313,8
300442,buy,0,32.18434422630264,8
600795,buy,0,4.5831728186260445,8
002600,buy,0,8.391010562540032,8
000776,sell,100,16.21184922467401,9
601877,sell,100,22.199135317741895,9
002001,sell,100,21.22760763379745,9
601336,buy,93,63.97523744353917,9
000338,buy,0,13.390538500038602,9
300442,buy,0,32.05985884906724,9
600795,buy,0,4.60393939850619,9
002600,buy,0,8.286579971536995,9
000776,sell,100,15.49524555532902,10
