,0
0,1199988.7122483887
1,1198828.5152964746
2,1194948.0206164327
3,1186884.213253712
4,1190080.1101204862
5,1188563.877063207
6,1187380.9882833306
7,1189870.613222476
8,1186643.9992814723
9,1188547.619244712
10,1195445.850540541
11,1199676.4126423548
12,1199306.236269511
13,1201990.6036293488
14,1197683.0631044598
15,1203708.8273063535
16,1205554.3508191279
17,1200035.8193985636
18,1203897.397651141
19,1202457.7629056007
20,1201877.1806161273
21,1196623.993299364
22,1199172.8170302496
23,1199570.1058232374
24,1208488.3440547301
25,1216325.1744360477
26,1215948.944676128
27,1215018.4776557502
28,1217347.8091207338
29,1217551.1311914066
30,1215979.8934460208
31,1220036.4486920107
32,1226239.872587381
33,1225880.6505304594
34,1228884.3110912559
35,1225109.1212052791
36,1224163.9154016632
37,1227087.5317986524
38,1230063.3130552024
39,1236514.2297977991
40,1234085.8155733729
41,1236378.7096856197
42,1240642.8366343933
43,1243078.7217188713
44,1242168.4743772682
45,1247333.640972987
46,1252380.5810204118
47,1254005.9002681545
48,1260082.6863041944
49,1258149.7706384244
50,1261292.406897715
51,1257863.8448445615
52,1249094.2563358967
53,1251025.743910287
54,1254400.503758673
55,1256696.4559119125
56,1251619.462062133
57,1251347.065279631
58,1251911.4572425243
59,1257155.5286316413
60,1260052.180431745
61,1260832.9248113157
62,1273454.2798485975
