tic,type,quantity,price,high,low,day
002905,sell,100,8.22581615406554,8.3,7.82,2025-02-17
601877,sell,100,21.38274005047919,23.0,21.07,2025-02-17
601336,sell,100,60.60020978382056,65.10932912,62.64731883,2025-02-17
000338,buy,100,13.930526879662649,14.15,13.82,2025-02-17
300628,buy,100,39.28045466955286,40.42,38.9,2025-02-17
600795,buy,100,3.8824156005866826,4.07,3.86,2025-02-17
002600,buy,100,9.719094089814462,9.98,9.66,2025-02-17
000776,buy,100,15.33864719800651,15.66,15.41,2025-02-17
002905,sell,100,7.817025931701064,7.94,7.39,2025-02-18
601877,sell,100,22.861177822249008,23.95,22.43,2025-02-18
601336,sell,100,61.84016552135444,63.54027593,61.58852684,2025-02-18
000338,buy,100,13.926033314326778,14.35,13.81,2025-02-18
300628,buy,100,39.35903047329397,39.44,38.39,2025-02-18
600795,buy,100,4.038900748156011,4.09,4.0,2025-02-18
002600,buy,100,9.878683201689274,10.06,9.36,2025-02-18
000776,buy,100,15.393364944686182,15.5,14.96,2025-02-18
002905,sell,100,7.323401483148337,7.46,7.28,2025-02-19
601877,sell,100,22.692952974094077,25.09,22.4,2025-02-19
601336,sell,100,60.94829932108419,62.80039719,61.32063971,2025-02-19
000338,buy,100,13.80589946417138,14.09,13.8,2025-02-19
300628,buy,100,38.62287346073194,39.36,38.57,2025-02-19
600795,buy,100,3.9996629019454115,4.08,3.97,2025-02-19
002600,buy,100,9.410247966125606,10.0,9.42,2025-02-19
000776,buy,100,14.942812174307182,15.2,14.97,2025-02-19
002905,sell,100,7.328258684724569,7.43,7.31,2025-02-20
601877,sell,100,24.042636966705324,24.39,23.77,2025-02-20
601336,sell,100,61.51767023069935,61.93295315,60.75935239,2025-02-20
000338,buy,100,13.98472502173856,14.15,13.85,2025-02-20
300628,buy,100,39.2542022038321,39.32,38.46,2025-02-20
600795,buy,100,4.02066960696131,4.07,3.99,2025-02-20
002600,buy,100,9.91760740672471,10.89,9.89,2025-02-20
000776,buy,100,15.015448703891598,15.12,14.96,2025-02-20
002905,sell,100,7.244044519476593,7.42,7.18,2025-02-21
601877,sell,100,23.42730078066699,24.14,23.53,2025-02-21
601336,sell,100,61.36020274488735,63.62957164,60.47870873,2025-02-21
000338,buy,100,13.987580575221218,15.18,14.3,2025-02-21
300628,buy,100,39.35544912293553,39.86,38.61,2025-02-21
600795,buy,100,4.021905694585294,4.05,3.97,2025-02-21
002600,buy,100,10.497933615446092,11.45,10.46,2025-02-21
000776,buy,100,14.98104962259531,15.37,14.92,2025-02-21
002905,sell,100,7.246074501285329,7.58,7.27,2025-02-24
601877,sell,100,24.10651813931763,24.25,23.41,2025-02-24
601336,sell,100,62.46490641372612,65.6961295,62.07327498,2025-02-24
000338,buy,100,14.908054630961269,14.99,14.59,2025-02-24
300628,buy,100,39.8489243061631,39.9,38.51,2025-02-24
