tic,type,quantity,price,high,low,day
600795,sell,100,4.9170910567604,4.93,4.79,2024-05-07
601628,buy,100,30.5339879068546,30.68,30.0,2024-05-07
002001,buy,100,17.89882564509753,18.51,18.22,2024-05-07
601877,buy,100,19.292954574059692,19.68,19.22,2024-05-07
002905,buy,100,7.415853704233887,7.64,7.44,2024-05-07
002600,buy,100,5.2102999333664775,5.19,5.05,2024-05-07
000776,buy,100,12.383131188713014,12.41,12.29,2024-05-07
600795,sell,100,4.848426192821935,4.86,4.78,2024-05-08
601628,buy,100,30.510588629990817,30.55,29.85,2024-05-08
002001,buy,100,18.447719411621804,18.63,18.29,2024-05-08
601877,buy,100,19.50536792291794,19.73,19.51,2024-05-08
002905,buy,100,7.51189844870707,7.54,7.25,2024-05-08
002600,buy,100,5.117460420504212,5.07,4.92,2024-05-08
000776,buy,100,12.367770864924967,12.35,12.2,2024-05-08
000776,sell,100,12.22772454621736,12.33,12.16,2024-05-09
600795,sell,100,4.836017014384269,4.83,4.75,2024-05-09
601628,buy,100,30.27183246463537,30.07,29.59,2024-05-09
002001,buy,100,18.42284326828667,18.43,17.97,2024-05-09
601877,buy,100,19.498294310867784,20.12,19.53,2024-05-09
002905,buy,100,7.409685038824355,7.56,7.4,2024-05-09
002600,buy,100,4.950893468521535,5.08,4.91,2024-05-09
600795,sell,100,4.801727091744542,4.94,4.78,2024-05-10
601628,buy,100,30.436567390263082,30.76,29.95,2024-05-10
002001,buy,100,18.699099086150525,19.08,18.24,2024-05-10
601877,buy,100,19.734159040104714,19.97,19.58,2024-05-10
002905,buy,100,7.527465729508549,7.61,7.3,2024-05-10
002600,buy,100,5.065180719383061,5.05,4.91,2024-05-10
000776,buy,100,12.28085053646704,12.35,12.2,2024-05-10
600795,sell,100,4.957914844555781,5.03,4.88,2024-05-13
601628,buy,100,30.928653899244964,30.43,29.58,2024-05-13
002001,buy,100,18.366302363327705,18.69,18.27,2024-05-13
601877,buy,100,20.03214964726241,20.28,19.61,2024-05-13
002905,buy,100,7.346100053284317,7.28,6.95,2024-05-13
002600,buy,100,4.946621904510539,4.92,4.81,2024-05-13
000776,buy,100,12.297457764266293,12.35,12.14,2024-05-13
000776,sell,100,12.252985076727345,12.32,12.23,2024-05-14
600795,sell,100,5.023835367907304,5.05,4.92,2024-05-14
601628,buy,100,30.831882212702187,30.78,30.06,2024-05-14
002001,buy,100,18.953652130402624,19.35,18.42,2024-05-14
601877,buy,100,20.248842641650697,20.2,19.89,2024-05-14
002905,buy,100,7.151045983331278,7.39,7.1,2024-05-14
002600,buy,100,4.861035455588716,4.97,4.83,2024-05-14
600795,sell,100,5.032526835077442,5.1,4.92,2024-05-15
601628,buy,100,31.10194891091436,30.77,30.2,2024-05-15
002001,buy,100,18.42165538541973,19.35,18.8,2024-05-15
601877,buy,100,20.090431004203854,20.06,19.53,2024-05-15
002905,buy,100,7.313983499761671,7.8,7.15,2024-05-15
002600,buy,100,4.868899980392308,4.88,4.8,2024-05-15
000776,buy,100,12.252934481105768,12.39,12.1,2024-05-15
600795,sell,100,4.94247865045676,4.96,4.81,2024-05-16
601628,buy,100,30.659190693199633,31.26,30.32,2024-05-16
002001,buy,100,18.93435717690736,19.01,18.45,2024-05-16
601877,buy,100,19.77162532960996,19.73,19.4,2024-05-16
002905,buy,100,7.173907288280316,7.4,7.16,2024-05-16
002600,buy,100,4.818701490085805,4.85,4.74,2024-05-16
000776,buy,100,12.065902027543634,12.2,12.11,2024-05-16
600795,sell,100,4.832642023684457,4.89,4.78,2024-05-17
601628,buy,100,31.130448509403504,31.87,30.49,2024-05-17
002001,buy,100,18.94997532928828,18.59,18.08,2024-05-17
601877,buy,100,19.769199968492615,19.67,19.33,2024-05-17
002905,buy,100,7.32089623537031,7.38,7.16,2024-05-17
002600,buy,100,4.758012021484319,4.81,4.69,2024-05-17
000776,buy,100,12.080264549367131,12.34,12.11,2024-05-17
600795,sell,100,4.813102678209543,4.9,4.74,2024-05-20
601628,buy,100,31.501301906257865,32.47,31.46,2024-05-20
002001,buy,100,18.619112991392612,18.63,18.23,2024-05-20
601877,buy,100,19.848653831752017,20.69,19.64,2024-05-20
002905,buy,100,7.221075734877959,7.36,7.15,2024-05-20
002600,buy,100,4.807822680473327,4.88,4.77,2024-05-20
000776,buy,100,12.274003264736384,12.51,12.31,2024-05-20
600795,sell,100,4.872496821926907,4.88,4.79,2024-05-21
601628,buy,100,31.70214045468718,32.27,31.53,2024-05-21
002001,buy,100,18.591282847542313,18.79,18.45,2024-05-21
601877,buy,100,20.81851903628558,20.94,20.29,2024-05-21
002905,buy,100,7.271382388379425,7.4,7.23,2024-05-21
002600,buy,100,4.867903038568329,4.87,4.78,2024-05-21
000776,buy,100,12.341680772560649,12.39,12.26,2024-05-21
600795,sell,100,4.84325787517475,4.93,4.81,2024-05-22
601628,buy,100,31.67266009038314,32.17,31.42,2024-05-22
002001,buy,100,18.31873719908297,18.65,18.22,2024-05-22
601877,buy,100,20.49221035381779,20.93,20.25,2024-05-22
002905,buy,100,7.259905211515725,7.46,7.22,2024-05-22
002600,buy,100,4.808359980583191,4.84,4.75,2024-05-22
000776,buy,100,12.296024331562222,12.36,12.24,2024-05-22
600795,sell,100,4.82367203018628,4.84,4.73,2024-05-23
601628,buy,100,31.521232049704125,31.73,31.26,2024-05-23
002001,buy,100,18.43294155050069,18.45,18.09,2024-05-23
601877,buy,100,20.920026810644192,20.96,20.44,2024-05-23
002905,buy,100,7.404302830160595,7.47,7.11,2024-05-23
