,0
0,1196239.7468945389
1,1202248.443849748
2,1196277.4113003428
3,1201950.6576715112
4,1200435.1822106037
5,1205076.348651932
6,1210077.7817264905
7,1205721.323130305
8,1208177.5675229295
9,1205706.1580360644
10,1197995.7182814786
11,1196831.0732499184
12,1198221.8463916092
13,1196958.2368447254
14,1200412.6526376153
15,1198111.8594384287
16,1196315.7661317673
17,1197192.2119794022
18,1203304.65429526
19,1205002.869065023
20,1216288.109757565
21,1219565.6513566244
22,1215817.2898653112
23,1214612.9993823313
24,1208512.8406903725
25,1204604.7186379177
26,1207163.6685677303
27,1207432.3632949805
28,1206618.076108925
29,1205857.7178385865
30,1206480.1538778956
31,1205101.9560631567
32,1206993.0027956401
33,1206285.1332514673
34,1203522.9410386584
35,1182095.6500410265
36,1183346.598296737
37,1184127.8269482246
38,1188512.7069288697
39,1188271.2196510155
40,1191057.8385126316
41,1190517.9696315043
42,1191562.4775182148
43,1191888.4627779934
44,1191786.4341759975
45,1193577.408739332
46,1193716.3138692735
47,1194210.3449072833
48,1195321.075262506
49,1195032.8596875716
50,1194020.689661986
51,1193188.0018813463
52,1194352.8754671828
53,1196435.2140973909
54,1197366.7163649593
55,1200922.8268503887
56,1199552.8127852893
57,1201865.01792182
58,1202058.1002947856
59,1208128.836608065
60,1206118.1422450326
61,1206227.6349046794
62,1206334.9295769439
