,0
0,1319054.8532142239
1,1312468.3000799688
2,1307258.0201036385
3,1291574.1021870556
4,1288518.3288987845
5,1283116.1930882488
6,1286997.066113071
7,1301169.869456145
8,1294469.0148783217
9,1298576.7404270878
10,1309017.1907952607
11,1319820.7626974182
12,1317655.6327475517
13,1328681.691783823
14,1313298.1884276909
15,1335114.730929786
16,1339153.674163429
17,1321933.872888069
18,1329412.5947740697
19,1331509.3235104366
20,1331955.4137163612
21,1312545.9892898612
22,1315508.8864171123
23,1319238.5572987292
24,1344787.4874949616
25,1369427.9461294168
26,1359932.9231995107
27,1358323.8333573607
28,1357755.9152174706
29,1362715.2520448314
30,1355351.5368334763
31,1371504.384754279
32,1376036.501632975
33,1369392.4734079083
34,1378442.7456462514
35,1369304.83195394
36,1378965.2363448602
37,1395475.741054792
38,1401178.7043484934
39,1403381.2769101644
40,1392730.9486724513
41,1399237.5994858148
42,1409887.2604399368
43,1429871.3394597105
44,1438241.2026348212
45,1457004.7465402419
46,1473733.6978452788
47,1476779.7933317544
48,1502536.5398842932
49,1493571.3316740207
50,1509277.3375288853
51,1484218.8816148755
52,1470512.301843859
53,1472011.3326163033
54,1492044.4739700262
55,1500224.9116189608
56,1484218.7249849401
57,1482265.3690239072
58,1477525.5254613617
59,1488944.4966798376
60,1499506.954316093
61,1516490.5913617937
62,1546277.1455805483
