tic,type,quantity,price,high,low,day
002001,sell,100,22.690777206523343,22.61,22.07,2024-11-11
300628,sell,100,39.27877680268357,41.11,38.95,2024-11-11
601336,buy,100,69.41340274679156,69.5487618,67.7079135,2024-11-11
000338,buy,100,13.336925573945045,13.51,13.16,2024-11-11
601877,buy,100,23.166556200999764,23.12,22.59,2024-11-11
600795,buy,100,4.67136201858928,4.69,4.61,2024-11-11
002905,buy,100,7.135910093933344,7.3,6.9,2024-11-11
002600,buy,100,8.585311358096078,9.06,8.41,2024-11-11
000776,buy,100,16.90905111523345,17.25,16.9,2024-11-11
002001,sell,100,22.734749025626808,22.89,22.26,2024-11-12
300628,sell,100,40.883254391039955,40.88,39.2,2024-11-12
601336,buy,100,68.7709874814316,70.8096168,65.85445665,2024-11-12
000338,buy,100,13.418922123033553,13.79,13.25,2024-11-12
601877,buy,100,23.22145781368017,23.64,22.72,2024-11-12
600795,buy,100,4.679508725892228,4.7,4.61,2024-11-12
002905,buy,100,7.2968821456655855,7.29,6.97,2024-11-12
002600,buy,100,8.916763754705899,9.37,8.81,2024-11-12
000776,buy,100,16.979149865647777,17.52,16.81,2024-11-12
002001,sell,100,22.380895130243154,22.43,22.0,2024-11-13
300628,sell,100,39.44536240481481,40.16,39.03,2024-11-13
601336,buy,100,65.7086476714832,66.8000979,64.9592496,2024-11-13
000338,buy,100,13.256805493980647,13.32,13.04,2024-11-13
601877,buy,100,22.973628858448354,23.05,22.49,2024-11-13
600795,buy,100,4.6290802906593305,4.65,4.6,2024-11-13
002905,buy,100,7.143861732585355,7.27,7.01,2024-11-13
002600,buy,100,9.018475214433856,9.55,8.58,2024-11-13
000776,buy,100,16.812196042668074,17.08,16.67,2024-11-13
002001,sell,100,22.49852273017168,22.33,21.91,2024-11-14
300628,sell,100,39.83234463883098,40.65,38.75,2024-11-14
601336,buy,100,65.59746076859042,68.6913804,65.816631,2024-11-14
000338,buy,100,13.158132615778594,13.27,12.84,2024-11-14
601877,buy,100,22.9226046484767,22.95,22.33,2024-11-14
600795,buy,100,4.629749342089599,4.69,4.59,2024-11-14
002905,buy,100,7.213905170934741,7.34,6.98,2024-11-14
002600,buy,100,9.529784288222437,9.91,8.86,2024-11-14
000776,buy,100,16.927559770541265,17.15,16.74,2024-11-14
002001,sell,100,22.15199976170901,22.1,21.51,2024-11-15
300628,sell,100,38.79317501634592,38.99,37.44,2024-11-15
601336,buy,100,65.57903543446284,66.13184475,63.294921,2024-11-15
000338,buy,100,12.806978464359418,13.35,12.8,2024-11-15
601877,buy,100,22.428913730077912,22.47,21.98,2024-11-15
600795,buy,100,4.589994692991776,4.62,4.54,2024-11-15
002905,buy,100,6.955624337405898,7.37,6.96,2024-11-15
002600,buy,100,8.895729487010977,9.24,8.76,2024-11-15
