tic,type,quantity,price,high,low,day
000776,sell,100,20.191205369234083,20.9,20.52,2025-08-19
002600,sell,100,11.092038128345738,12.22,11.26,2025-08-19
600795,sell,100,4.395024751941674,4.74,4.56,2025-08-19
002001,sell,100,22.572516179867087,23.25,22.74,2025-08-19
601336,buy,67,86.10019355822256,90.15715416,86.34362226,2025-08-19
601628,buy,1,41.89538605183363,42.89,41.46,2025-08-19
000338,buy,0,14.893799993433058,15.11,14.86,2025-08-19
601877,buy,0,24.496884147252423,24.67,24.12,2025-08-19
002905,buy,1,9.92856480554212,9.99,9.76,2025-08-19
000776,sell,100,20.186390418279917,20.97,20.41,2025-08-20
002600,sell,100,12.160628403360025,13.28,11.99,2025-08-20
600795,sell,100,4.649916750742123,4.73,4.64,2025-08-20
601336,buy,43,84.89098178286282,88.73694228,85.96226907,2025-08-20
601628,buy,1,40.900836516749116,42.03,41.04,2025-08-20
000338,buy,0,14.792802457232028,15.06,14.82,2025-08-20
002001,buy,0,23.34810814253986,23.39,22.71,2025-08-20
601877,buy,0,24.16010678402614,24.38,24.0,2025-08-20
002905,buy,0,9.865796601343899,9.92,9.74,2025-08-20
000776,sell,100,20.609488052353264,21.18,20.67,2025-08-21
002600,sell,100,12.977884116210044,13.13,11.98,2025-08-21
600795,sell,100,4.652673422172666,4.73,4.67,2025-08-21
601336,buy,44,86.71502764897012,89.38129767,87.65863326,2025-08-21
601628,buy,0,41.2626388335973,42.36,41.68,2025-08-21
000338,buy,0,14.951712592989207,15.25,15.02,2025-08-21
002001,buy,0,23.42585724843666,24.11,23.33,2025-08-21
601877,buy,0,24.248130731703714,24.4,24.13,2025-08-21
002905,buy,0,9.744396980041637,9.95,9.78,2025-08-21
000776,sell,100,20.580823205411434,22.4,20.71,2025-08-22
002600,sell,100,12.035371431596579,12.36,11.94,2025-08-22
600795,sell,100,4.68549335540738,4.73,4.66,2025-08-22
002001,sell,100,23.57431044277735,24.16,23.71,2025-08-22
601336,buy,70,86.44691296549692,89.22349635,87.60603282,2025-08-22
601628,buy,0,41.15744989888742,42.66,41.61,2025-08-22
000338,buy,1,15.079990980997682,15.27,15.07,2025-08-22
601877,buy,0,24.182412112141026,24.33,24.1,2025-08-22
002905,buy,1,9.873811021191067,9.99,9.81,2025-08-22
000776,sell,100,21.894306558966637,22.45,21.76,2025-08-25
002600,sell,100,12.242223908500746,13.54,12.17,2025-08-25
600795,sell,100,4.678051836460363,4.72,4.68,2025-08-25
002001,sell,100,24.183578228987752,24.25,23.77,2025-08-25
601336,buy,72,86.75219517335242,90.0782535,87.19837941,2025-08-25
601628,buy,1,41.96320629805326,42.92,42.19,2025-08-25
000338,buy,0,15.159495867746882,15.41,15.19,2025-08-25
