,0
0,1224170.7592355148
1,1220926.5669845226
2,1215876.4687439317
3,1217346.2688630838
4,1213282.1103403377
5,1208203.3934408515
6,1205365.8076201228
7,1207890.0988902806
8,1209257.872405178
9,1209397.990543707
10,1197935.8657528993
11,1195461.0455307043
12,1193635.6105891736
13,1200799.9094730823
14,1200343.8162261473
15,1203845.1201116766
16,1206797.3022642715
17,1207415.7140865647
18,1205919.6732400502
19,1204829.8925603116
20,1208838.6963411157
21,1209980.281298215
22,1212140.8381670685
23,1212711.2796033216
24,1215643.282589768
25,1209497.2588353837
26,1208669.1954052765
27,1208342.5631870558
28,1209276.7016730695
29,1207073.4237777854
30,1205433.1859176205
31,1201122.7896310845
32,1205258.545809195
33,1206125.0028889512
34,1206628.6652747868
35,1208259.858790185
36,1209857.9329410573
37,1202599.1764914354
38,1193209.943066136
39,1189798.9079499743
40,1190048.8217441947
41,1191724.678552689
42,1191005.9508750415
43,1186975.066395923
44,1180825.2413396633
45,1180415.960010198
46,1189733.1571737947
47,1188144.7165220922
48,1189923.6326046286
49,1191690.5808430165
50,1196303.7603555643
51,1194905.9893656832
52,1190906.5461893305
53,1192726.682497067
54,1195930.0118097912
55,1193828.41106116
56,1189748.0499609045
57,1195585.6437709162
58,1197781.7246366767
59,1196598.8245291046
60,1195976.1224061535
61,1198481.7143453006
62,1196239.7468945389
