tic,type,quantity,price,high,low,day
002600,sell,100,6.8414481177739805,6.62,6.2,2024-08-05
002905,sell,100,6.334464993188157,6.88,6.3,2024-08-05
601877,sell,100,18.308871283107436,18.51,18.0,2024-08-05
002001,sell,100,20.198886624388393,20.68,19.15,2024-08-05
601628,sell,100,31.25209935285151,31.84,30.61,2024-08-05
000338,buy,100,11.98844348124694,12.13,11.79,2024-08-05
300628,buy,100,31.171204900927844,31.65,30.08,2024-08-05
600795,buy,100,5.298656596476212,5.28,5.12,2024-08-05
000776,buy,100,11.62868192307651,11.85,11.61,2024-08-05
002600,sell,100,6.249374464312568,6.53,6.3,2024-08-06
002905,sell,100,6.402331069093198,6.85,6.3,2024-08-06
601877,sell,100,17.97555624781642,18.39,18.11,2024-08-06
002001,sell,100,20.8634028949216,19.9,19.26,2024-08-06
601628,sell,100,31.851255245972425,31.59,29.21,2024-08-06
000338,buy,100,11.813772503030487,12.02,11.73,2024-08-06
300628,buy,100,30.131854941230266,30.6,29.34,2024-08-06
600795,buy,100,5.182749604177662,5.24,5.1,2024-08-06
000776,buy,100,11.4662025215663,11.75,11.48,2024-08-06
002905,sell,100,6.756308349722531,6.74,6.55,2024-08-07
601877,sell,100,18.251303290203214,18.57,18.32,2024-08-07
601628,sell,100,29.848217882039023,29.43,28.68,2024-08-07
000338,buy,100,11.963596288561822,12.02,11.76,2024-08-07
300628,buy,100,29.70930231415783,30.36,29.35,2024-08-07
002001,buy,100,19.492896025786177,20.55,19.35,2024-08-07
600795,buy,100,5.217573545286433,5.31,5.19,2024-08-07
002600,buy,100,6.469786172937602,6.51,6.32,2024-08-07
000776,buy,100,11.349233073070646,11.64,11.51,2024-08-07
002905,sell,100,6.7395292927324775,7.28,6.48,2024-08-08
600795,sell,100,5.243155862968415,5.28,5.17,2024-08-08
601877,sell,100,18.431875017397108,18.49,18.23,2024-08-08
601628,sell,100,29.07364882064983,28.84,28.29,2024-08-08
000338,buy,100,11.885361623615026,11.79,11.46,2024-08-08
300628,buy,100,30.165828484122613,30.85,29.92,2024-08-08
002001,buy,100,21.188954967558384,22.25,20.56,2024-08-08
002600,buy,100,6.412821875035297,6.81,6.26,2024-08-08
000776,buy,100,11.318567364513873,11.69,11.49,2024-08-08
002905,sell,100,7.021900944150984,6.97,6.71,2024-08-09
600795,sell,100,5.210584772201256,5.23,5.15,2024-08-09
601877,sell,100,18.237843844145537,18.52,18.1,2024-08-09
002001,sell,100,20.02132899519056,21.51,19.98,2024-08-09
601628,sell,100,28.969305357383565,28.95,28.47,2024-08-09
000338,buy,100,11.855632666088642,12.0,11.58,2024-08-09
300628,buy,100,30.425237103991094,30.78,29.84,2024-08-09
002600,buy,100,6.644861195641569,6.82,6.58,2024-08-09
000776,buy,100,11.365362912528216,11.64,11.46,2024-08-09
002905,sell,100,6.972054860070348,6.82,6.46,2024-08-12
601877,sell,100,18.05717500977218,18.42,18.02,2024-08-12
002001,sell,100,21.566297475993633,20.35,19.48,2024-08-12
601628,sell,100,28.73014171058312,28.61,28.07,2024-08-12
000338,buy,100,11.720006896937265,11.66,11.46,2024-08-12
300628,buy,100,29.88099237898365,31.01,29.78,2024-08-12
600795,buy,100,5.198991114879027,5.25,5.19,2024-08-12
002600,buy,100,6.651076909927651,6.91,6.62,2024-08-12
000776,buy,100,11.362560965763405,11.46,11.36,2024-08-12
002600,sell,100,6.688534569852054,6.83,6.58,2024-08-13
002905,sell,100,6.642204317450523,6.55,6.15,2024-08-13
601877,sell,100,18.01988261193037,18.22,17.92,2024-08-13
601628,sell,100,28.80683578941971,28.85,28.45,2024-08-13
000338,buy,100,11.694486465090886,12.01,11.54,2024-08-13
300628,buy,100,30.354207416437564,30.78,30.02,2024-08-13
002001,buy,100,19.84108069911599,19.71,19.15,2024-08-13
600795,buy,100,5.237822644980624,5.25,5.15,2024-08-13
000776,buy,100,11.346769286692142,11.47,11.31,2024-08-13
002905,sell,100,6.354180110478774,6.52,6.09,2024-08-14
600795,sell,100,5.227543537926395,5.35,5.16,2024-08-14
601877,sell,100,18.063384165763857,18.3,17.7,2024-08-14
601628,sell,100,28.93719450366683,28.9,28.48,2024-08-14
000338,buy,100,11.913532779291273,11.97,11.74,2024-08-14
300628,buy,100,30.39366560494993,30.55,29.93,2024-08-14
002001,buy,100,19.416990094799548,19.33,18.8,2024-08-14
002600,buy,100,6.759699428599561,6.81,6.56,2024-08-14
000776,buy,100,11.447601966632066,11.48,11.33,2024-08-14
