,0
0,1287867.218782396
1,1317241.0585376238
2,1290451.0915988775
3,1315598.5441481597
4,1314592.7242496493
5,1344781.631365421
6,1361644.3288314047
7,1346642.408674712
8,1364409.423765189
9,1354673.165438781
10,1315517.2673788143
11,1317856.7312618906
12,1329789.8217637774
13,1321195.3215882252
14,1335058.829159395
15,1328190.4310265628
16,1320489.6794141459
17,1326006.3342892614
18,1345936.182611921
19,1340680.6883079724
20,1382660.2033090643
21,1394056.171690999
22,1388088.1024425605
23,1389192.0195950347
24,1366647.6571533044
25,1344245.442198135
26,1357038.6254720406
27,1353786.339752531
28,1348965.7969831498
29,1349259.3306488656
30,1357927.2402920984
31,1346730.5464390893
32,1349907.5080150836
33,1350908.5945470491
34,1328400.8342873042
35,1217439.2269341736
36,1221977.9557038324
37,1222028.6826418904
38,1248491.4941331975
39,1251817.8434360141
40,1256141.7637634778
41,1254767.4264002757
42,1250071.337678283
43,1249224.485551181
44,1256369.0261890404
45,1265801.8540476314
46,1258471.7770316086
47,1263348.2345570533
48,1261670.7758788236
49,1261912.2781449554
50,1256945.7112676438
51,1258553.3320344936
52,1269947.9107166266
53,1283839.9305927788
54,1281499.615193726
55,1291432.4228331195
56,1281965.7278901858
57,1302705.377183839
58,1303476.8192749606
59,1326342.4643864366
60,1309781.227061763
61,1315987.7882434567
62,1319054.8532142239
