0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
10.285002398044526,21.85150348497555,13.312274587112478,10.822080843416042,5.358130011705216,29.441056335698814,24.77197083525825,33.63928555931896,17.16304580985161,44.153699880838396,89.06367233810444,19800.0,4800.0,5038.0,4999.0,0.0,0.0,0.0,12453.0,2400.0,9089.0,21.87,13.09,10.76,5.34,28.44,24.59,33.74,16.7,44.42,85.92281874,21.1,13.0,10.6,5.29,27.55,24.19,33.22,16.66,43.48,86.0017194,22.08,13.35,11.06,5.39,28.65,24.7,33.96,17.05,44.66,89.06569503,21.08,12.97,10.5,5.27,27.45,24.17,33.1,16.6,43.46,85.92281874,724945.0,1111902.0,92644.0,901532.0,426570.0,237201.0,61356.0,926387.0,137035.0,19860439.0,22.560000000000002,13.428,11.325999999999999,5.340000000000001,30.060000000000002,25.016,34.25,17.3,43.856,89.136705624,22.881,13.84,11.484,5.385,31.637000000000008,25.354000000000003,35.044,17.729,44.043,89.51674380300001,22.911,14.630500000000001,11.2195,5.3555,30.5105,24.684,35.4725,16.451999999999998,44.0985,89.71859799149999,39.65517241379311,14.790996784565948,42.532467532467514,40.74074074074079,47.06279540850776,47.7797513321492,17.558886509635983,59.9009900990099,52.369668246445485,46.020761245674755,-0.08299983853915194,-0.4734380197537611,0.05971685336078991,0.06316456570818652,0.037756883605492675,0.2571422121239806,-0.6197944364082986,0.7119571034298673,0.5192614462041334,0.44529361842360515,14.97195870927027,8.368525705756642,10.135496606177309,3.122128793231329,28.504484766471297,15.359300560465869,35.02635938721451,10.938440806536812,29.385913171679935,53.637781238226346,22.818,14.517000000000001,11.219,5.3695,30.432499999999997,24.732,35.3645,16.575,44.0535,89.49636113250001,0.6491338358473925,1.0027178854966885,0.4327379175242135,0.07096885899696927,2.072742589445448,0.7537317685668682,0.9571639852926029,1.5253420668993587,0.6962174115960303,1.857085661690446,24.116267671694786,16.52243577099338,12.084475835048426,5.511437717993939,34.57798517889089,26.239463537133737,37.278827970585205,19.625684133798718,45.44593482319206,93.21053245588091,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,0.7085714285714284,0.417142857142857,0.502857142857143,0.11071428571428577,1.6285714285714283,0.6821428571428564,0.6264285714285721,0.8378571428571426,1.0571428571428565,2.3585661578571435,-1.1244186200201511,0.1676041167229414,-0.4408386070281267,-0.034887841320596635,1.7665272578597069,-0.554111460223794,-0.0035756647121161222,0.07606886210851371,-0.5547299981117249,-0.10551350424066186
