,0
0,-4426.91700746119
1,-36213.160907558864
2,19785.47401822335
3,-21180.383861145005
4,-27052.779208244756
5,-36493.04695836431
6,12320.408153770491
7,9900.89989669621
8,2095.356791192433
9,-73352.04118778068
10,-17880.001935774926
11,-812.8579573566094
12,34918.991606170544
13,-11148.23884689412
14,27618.19873241498
15,20759.820943769068
16,2342.7174467411824
17,-14042.819155407837
18,1638.3868704242632
19,36830.2656085589
20,25725.781143569387
21,8966.145187148592
22,12151.634974964196
23,41092.00049878843
24,-13426.04532439122
25,-16394.179182166466
26,8529.602540094405
27,22272.04888204951
28,44375.28493544785
29,-8727.953778148629
30,4084.7999624561053
31,-175.59999339934438
32,-396.22555066505447
33,6627.751960666385
34,-10128.87471463764
35,15914.341949780472
36,-45829.65998736466
37,-59475.306250281166
38,-26359.54389367602
39,-10253.719015801325
40,-52.801391111221164
41,-405.3054652304854
42,-8824.210371093359
43,-33096.82519381284
44,4075.7147259137128
45,61236.45449111215
46,-18261.253713598242
47,18423.488036903553
48,12473.00911739422
49,28718.351142594358
50,-3547.3836751147173
51,-19148.788654045202
52,15229.713167362846
53,34621.29453315167
54,-15196.620115586324
55,-22620.996783046983
56,31635.61422107322
57,1170.6489365915768
58,-4754.705872545019
59,-22606.62260109512
60,13640.62524442724
61,-13950.053413223708
