,0
0,1231588.4523072313
1,1227868.4869296479
2,1221904.1457180157
3,1223088.9556859243
4,1219456.5057219267
5,1214780.3147858977
6,1211851.8155252293
7,1215275.4405227853
8,1216628.477689504
9,1217372.430429887
10,1206575.7953097916
11,1204951.678936446
12,1203344.83889445
13,1208977.3661826497
14,1208389.1531593243
15,1211211.1323665425
16,1214561.1228110716
17,1215499.847203073
18,1214368.9429024588
19,1214213.8122679861
20,1218340.3297319405
21,1221380.2892388315
22,1223088.4296451188
23,1225005.3521391214
24,1229348.4325525363
25,1225511.5883947555
26,1224972.5197705594
27,1224520.9066797858
28,1226208.8228419686
29,1223667.9058378595
30,1221789.594292043
31,1218707.4314881393
32,1221583.2025004658
33,1223570.339089009
34,1223772.4243115403
35,1224887.0157020113
36,1227401.4664383777
37,1220299.252624123
38,1211581.3292399424
39,1207941.718664486
40,1206850.9912758681
41,1206722.126441963
42,1205201.439255784
43,1202521.703587816
44,1196315.2757143693
45,1196433.4184042518
46,1205538.5879516974
47,1204075.0878158677
48,1206733.5928101372
49,1208624.0705869605
50,1214207.609978316
51,1212544.197411687
52,1206315.7272570957
53,1208973.1711773265
54,1212877.8825702174
55,1210463.7262541116
56,1204459.1489313773
57,1210918.1583420532
58,1211019.2878783531
59,1211201.482226158
60,1209501.721260854
61,1211667.0726588732
62,1209885.2484717763
