,0
0,1150512.5691450383
1,1148057.6497481845
2,1136523.6868085642
3,1136478.1193244073
4,1125848.4021686898
5,1125013.819925159
6,1118829.9058887977
7,1122238.113148594
8,1120835.8231166187
9,1123479.0688200067
10,1118502.929502404
11,1125470.2758423928
12,1124389.0329487922
13,1121276.1603781234
14,1127372.268060097
15,1128396.1632779788
16,1128810.4147980623
17,1123823.0209523346
18,1130324.669822197
19,1128748.1896458808
20,1152132.4406987585
21,1159524.5185817499
22,1157231.1964557956
23,1155912.6094927546
24,1163613.2401878366
25,1157103.9115780967
26,1149264.0697564906
27,1152504.744697333
28,1140293.6804556113
29,1141103.0689918112
30,1145503.4740531968
31,1158209.7139454372
32,1160970.7679612776
33,1158602.7797569956
34,1162660.9958594474
35,1211703.7502166675
36,1243647.438450397
37,1287065.6914014881
38,1339653.0854636298
39,1477266.5014763144
40,1625950.503119918
41,1496037.05843698
42,1520303.5646616963
43,1462378.9529126913
44,1489087.2139524384
45,1442396.7702646358
46,1440295.5588063505
47,1443624.4930308976
48,1500923.0801651552
49,1508708.9326818816
50,1518858.2941987615
51,1523996.4890004564
52,1497720.6926015557
53,1502724.5730729082
54,1509159.9058356197
55,1491353.0652487732
56,1470095.1278127348
57,1478993.1369351235
58,1473070.7504688273
59,1494094.684058473
60,1559754.431645447
61,1545924.273386637
62,1634115.863330332
