,0
0,1277142.9197745647
1,1278349.8442805035
2,1283392.4319471752
3,1283000.3060201837
4,1286670.7083624338
5,1287700.8908654237
6,1286736.200944157
7,1277064.9591716905
8,1286401.9991673902
9,1294220.3219969342
10,1290001.5955662364
11,1287987.7226472565
12,1288255.982697646
13,1284762.1483927295
14,1285932.540401374
15,1285438.3198999811
16,1287110.4132505134
17,1290656.587063328
18,1300207.3796639005
19,1298211.53662059
20,1293178.6042078133
21,1289395.2895261194
22,1290269.6924029617
23,1288755.4350874065
24,1281999.8428061886
25,1281538.1949406532
26,1279725.050559595
27,1278772.3561718212
28,1280635.3202370678
29,1280785.5531433932
30,1286616.3935607348
31,1289100.1228789317
32,1295686.0146135322
33,1296351.722555058
34,1291461.7465314844
35,1297013.7385280947
36,1308462.7186906477
37,1314322.8909414145
38,1303277.4968913808
39,1301786.2811214998
40,1304316.6900922414
41,1303052.457897332
42,1304850.1604016344
43,1306231.2065703224
44,1311623.4052866984
45,1309016.7159480536
46,1318151.2392234905
47,1316006.957077066
48,1305489.8227129825
49,1300970.8654653886
50,1303307.2445530985
51,1306221.1240586117
52,1317635.5086911703
53,1320076.9082675413
54,1322859.8515061457
55,1320243.845366373
56,1329278.1334873324
57,1334454.0003867848
58,1323841.8741216105
59,1317049.8989553866
60,1312068.4940052633
61,1313400.6212305634
62,1306589.1447685352
