,0
0,1603860.1006269604
1,1654788.2822624196
2,1619589.9421783446
3,1644969.9909136652
4,1631403.41064433
5,1689479.4403594343
6,1726185.7525523074
7,1689891.0826636585
8,1711693.9707857678
9,1697265.1253623122
10,1637213.5454233405
11,1632484.967458957
12,1637691.8968407665
13,1639017.0477739135
14,1652713.9712834537
15,1636687.506249334
16,1623085.7975890795
17,1639971.7778652557
18,1660855.5900133834
19,1660847.9148522452
20,1744539.1084798027
21,1749100.253036488
22,1736886.0942884013
23,1729962.781602949
24,1677455.3066800425
25,1653941.698416853
26,1673808.087457537
27,1665393.470208659
28,1669881.7974500258
29,1649919.6781682828
30,1636289.679530559
31,1629745.3250638589
32,1634169.5826736449
33,1646462.218270234
34,1640283.006638843
35,1517235.714338253
36,1526039.139044444
37,1530710.1566182578
38,1550545.2277004307
39,1555202.8093892285
40,1568923.927892579
41,1576099.1794413268
42,1585127.15877787
43,1592807.927724449
44,1590329.0853452643
45,1595804.6480026387
46,1591796.096920142
47,1603894.7767480975
48,1580091.7385014072
49,1559494.5517769025
50,1552928.9205074222
51,1546730.6316608316
52,1561711.6648080735
53,1581354.78128572
54,1582945.5263631605
55,1596326.1558206477
56,1584422.1118370094
57,1598270.7092270714
58,1595149.195182125
59,1643671.7009699075
60,1614122.80779887
61,1605828.477403001
62,1601215.672851518
