,0
0,6435.959946793038
1,-5217.499868480023
2,5189.992511650547
3,-2508.2109446907416
4,4790.201069063973
5,7455.953689200105
6,-5471.972636219347
7,3567.619480187772
8,-2950.3473988005426
9,-8249.330907988595
10,-252.93367531499825
11,2569.6106844195165
12,-3548.2117376709357
13,1195.851098224055
14,-2182.124934602529
15,-1237.7303796608467
16,2505.4726403427776
17,7873.389472976793
18,3064.090947717894
19,15571.669024832547
20,3668.9539189192
21,-4467.981255149236
22,-2373.460862237029
23,-9131.02636357164
24,-4124.4277267744765
25,4458.557532911655
26,918.6899369969033
27,-416.19694189261645
28,-4760.4291642885655
29,-2530.406130912248
30,-2240.2608606582507
31,4264.14221074502
32,2686.026715109125
33,685.6296162973158
34,-24048.786017302424
35,2687.8212991759647
36,-215.76975811482407
37,3579.537822317099
38,-1333.6437852226663
39,3813.7192795041483
40,1845.7957367273048
41,2402.727759933099
42,3459.2021763562225
43,-765.9029493434355
44,-477.7427280251868
45,-1283.1726200268604
46,1519.026933653513
47,-2634.120597647736
48,-2642.749118295964
49,-2372.904572602827
50,-1831.6500478147063
51,2802.8924178862944
52,2290.701862673508
53,981.6092190390918
54,3291.3642198580783
55,-1722.5119174758438
56,3264.2946584206074
57,-338.7734583201818
58,8793.422621054575
59,-5024.517798184883
60,-455.1555926059373
61,365.7265440712217
